index,Name0,Hue,Sat,Lum
16746,blue,203.0,100.0,20.8
9859030,purple,262.0,55.7,63.7
14725375,purple,276.0,100.0,84.5
13938487,yellow,46.0,64.6,52.4
32769,green,120.0,100.0,25.1
16574595,yellow,50.0,95.3,75.1
11930662,red,350.0,87.6,38.0
10740717,blue,188.0,67.3,78.4
16753475,brown,31.0,100.0,63.1
13608100,brown,0.0,30.9,72.7
3937313,black,340.0,50.0,15.7
9158171,green,78.0,75.1,42.5
9388373,purple,345.0,37.5,40.8
8943811,purple,253.0,38.5,61.8
15942196,red,5.0,88.8,57.8
5065530,grey,53.0,14.1,26.5
9394236,brown,20.0,40.9,39.8
9461085,brown,0.0,21.5,46.5
6196273,green,90.0,48.1,37.1
6724044,blue,210.0,50.0,60.0
2300190,black,330.0,16.7,11.8
9215582,grey,76.0,25.4,49.4
14716220,brown,29.0,72.6,55.7
11226173,brown,8.0,47.4,45.5
15060169,grey,6.0,35.0,84.3
10311190,brown,28.0,75.4,35.1
16235389,brown,30.0,88.4,72.9
16196490,pink,330.0,93.0,55.3
12199,blue,223.0,100.0,32.7
39270,green,160.0,100.0,30.0
15429579,pink,315.0,75.6,67.8
13082564,purple,329.0,26.3,70.2
1579814,black,227.0,22.6,12.2
4017233,grey,195.0,14.1,27.8
9653649,purple,302.0,31.3,43.9
8353491,purple,246.0,51.4,64.5
15504748,brown,19.0,77.1,67.5
16760200,orange,27.0,100.0,76.7
10603249,blue,209.0,74.1,78.8
38552,cyan,181.0,100.0,29.8
16777164,white,60.0,100.0,90.0
7760256,grey,273.0,9.9,45.7
52377,green,165.0,100.0,40.0
14211288,grey,0.0,0.0,84.7
16595530,pink,355.0,98.0,61.0
16775885,yellow,54.0,100.0,90.2
38614,blue,197.0,100.0,42.0
14680064,red,0.0,100.0,43.9
6697881,purple,270.0,50.0,40.0
1845313,blue,221.0,39.8,18.2
16638960,pink,330.0,86.7,94.1
14239294,red,3.0,67.1,54.7
16729964,pink,348.0,100.0,63.9
7050082,green,108.0,20.0,48.0
8323327,purple,270.0,100.0,50.0
13389404,pink,353.0,55.3,55.3
3329330,green,120.0,60.8,50.0
16686340,orange,37.0,99.2,50.6
7483735,purple,325.0,39.9,32.0
10921638,grey,0.0,0.0,65.1
12399524,purple,311.0,57.5,47.1
16744272,orange,16.0,100.0,65.7
11571834,brown,26.0,25.5,58.4
15654242,yellow,53.0,80.5,65.9
12092939,brown,43.0,88.7,38.2
5842443,brown,0.0,78.0,19.6
8748117,grey,48.0,22.0,42.7
5274922,green,93.0,49.7,32.7
6711039,blue,240.0,100.0,70.0
15458783,grey,10.0,23.1,89.8
7630016,purple,246.0,40.0,58.8
5027749,green,169.0,42.6,50.8
16338176,orange,19.0,100.0,48.8
14919767,brown,35.0,71.4,61.6
1536581,green,150.0,66.4,26.9
7362723,purple,259.0,29.9,49.2
15240794,brown,21.0,75.5,63.1
16286585,pink,5.0,90.1,72.4
6226175,purple,262.0,100.0,50.0
1879160,green,158.0,72.0,39.2
11875209,pink,320.0,56.0,45.5
12712354,green,98.0,87.9,80.6
44355,green,143.0,100.0,33.9
16416882,pink,6.0,93.2,71.4
4276573,grey,240.0,17.7,31.0
13148872,purple,300.0,25.7,71.0
16596882,pink,334.0,97.9,62.0
9991379,purple,263.0,51.9,64.1
13000352,pink,322.0,47.7,57.3
10258381,purple,263.0,41.2,66.7
14045826,pink,338.0,61.7,58.0
12562354,grey,349.0,11.1,71.8
7845374,blue,212.0,98.5,73.1
4400170,brown,348.0,30.1,20.2
5918671,purple,245.0,57.1,56.1
8806542,purple,290.0,19.3,46.7
16773365,white,340.0,100.0,97.1
10865271,green,87.0,43.9,62.9
16756680,pink,341.0,100.0,84.3
16734976,orange,21.0,100.0,50.0
16737996,pink,320.0,100.0,70.0
16740471,pink,357.0,100.0,72.0
16738048,orange,24.0,100.0,50.0
4557510,blue,208.0,53.1,52.4
3297915,blue,213.0,42.2,33.9
4992807,grey,12.0,32.2,22.5
2533342,blue,197.0,73.6,51.0
5009949,green,86.0,59.4,28.0
16724889,pink,330.0,100.0,60.0
12009742,brown,18.0,85.8,38.6
15099761,pink,355.0,71.8,65.3
16551596,pink,343.0,94.8,77.3
2785280,green,100.0,100.0,25.1
10582295,brown,43.0,75.0,36.1
12098729,grey,332.0,16.5,66.7
12544309,brown,23.0,56.6,47.8
10255419,brown,35.0,45.1,42.2
14568586,pink,335.0,68.9,58.4
16777200,white,60.0,100.0,97.1
8388437,green,105.0,100.0,66.7
13304053,purple,290.0,100.0,48.0
282471,green,194.0,92.5,21.0
11907932,grey,59.0,37.6,53.5
12301431,grey,54.0,33.3,60.0
1985835,green,136.0,43.9,21.0
11049446,purple,252.0,60.6,75.1
2263842,green,120.0,60.7,33.9
6125259,blue,226.0,51.4,58.0
9830725,red,332.0,98.7,29.6
16316671,white,240.0,100.0,98.6
11406336,red,4.0,100.0,34.1
13565696,green,72.0,100.0,50.0
16757726,pink,326.0,100.0,85.1
26112,grey,120.0,100.0,20.0
13473141,brown,22.0,46.8,63.1
16300500,pink,334.0,81.8,84.9
16759296,yellow,44.0,100.0,50.0
16645378,yellow,60.0,98.4,50.0
4487566,blue,197.0,35.2,41.2
5208386,green,106.0,29.4,36.7
7461346,blue,185.0,66.1,66.5
11883657,purple,327.0,39.6,52.0
16612462,pink,5.0,97.3,71.2
14942332,pink,327.0,100.0,44.7
5187659,purple,306.0,32.8,23.3
6324918,blue,216.0,37.1,54.5
8992835,brown,352.0,42.0,37.8
9095,blue,224.0,100.0,26.5
891066,blue,192.0,86.9,39.0
15859772,red,345.0,100.0,47.5
16765488,yellow,47.0,100.0,59.4
32614,green,168.0,100.0,24.9
3569032,blue,194.0,43.2,37.3
13821251,green,67.0,75.7,58.0
10000536,grey,0.0,0.0,59.6
10359574,red,358.0,78.5,34.7
4484303,blue,223.0,59.1,53.9
12367244,grey,51.0,26.4,64.3
9991764,brown,39.0,28.8,46.3
3355494,blue,240.0,33.3,30.0
16213594,orange,4.0,90.8,66.1
16777151,yellow,60.0,100.0,87.5
14577569,pink,19.0,62.7,65.3
1189790,blue,231.0,79.5,34.5
38326,blue,191.0,100.0,35.7
5192252,grey,354.0,15.3,26.9
10824234,brown,0.0,59.4,40.6
14668511,grey,305.0,16.9,84.9
13458245,brown,10.0,57.6,53.7
7839435,blue,212.0,44.7,63.1
13109269,red,356.0,92.3,40.8
2832182,grey,175.0,12.2,19.2
15018832,red,348.0,78.2,53.3
14412276,blue,206.0,53.2,90.8
11580803,grey,66.0,25.3,61.2
16237966,brown,31.0,86.8,76.3
6767619,brown,38.0,94.3,20.8
9921626,brown,9.0,25.3,47.3
16669213,orange,16.0,99.1,55.5
3898880,green,92.0,100.0,24.7
5918580,grey,257.0,19.0,38.2
13468088,purple,317.0,43.2,65.5
4227693,green,161.0,34.0,38.0
14788959,brown,34.0,68.4,62.7
16628916,pink,6.0,94.8,84.9
8406552,brown,26.0,68.4,29.8
4873507,green,80.0,45.3,25.1
8871834,purple,280.0,23.7,48.8
16750899,orange,30.0,100.0,60.0
16719954,pink,347.0,100.0,56.3
10523780,grey,34.0,12.8,57.3
56797,cyan,180.0,100.0,43.3
11100722,brown,24.0,54.3,42.9
16488706,orange,36.0,98.4,49.6
12788040,red,346.0,71.1,44.7
18347,blue,215.0,100.0,33.5
14090304,pink,342.0,100.0,42.2
7237168,grey,60.0,39.2,31.0
16734065,pink,351.0,100.0,67.1
36864,green,120.0,100.0,28.2
27775,grey,188.0,100.0,24.9
8304383,blue,213.0,100.0,74.7
15054651,brown,43.0,76.6,56.5
16754377,pink,334.0,100.0,82.5
10637126,brown,5.0,39.7,45.5
15204365,red,356.0,100.0,45.5
4927629,purple,257.0,49.2,37.1
10910555,brown,26.0,29.6,50.4
16773120,yellow,56.0,100.0,50.0
16113331,brown,39.0,76.7,83.1
3748914,black,17.0,6.5,21.0
15229184,orange,25.0,100.0,45.5
526344,black,0.0,0.0,3.1
10378863,brown,344.0,25.4,49.4
15373209,pink,356.0,67.4,74.7
16106946,pink,4.0,71.8,86.1
7448274,blue,207.0,51.9,63.3
2178158,blue,219.0,53.8,28.0
13932747,purple,309.0,41.1,71.4
13384059,pink,333.0,59.0,51.2
3810363,purple,297.0,24.2,18.6
16763904,yellow,48.0,100.0,50.0
5466226,grey,199.0,15.7,38.6
8200577,purple,298.0,59.3,31.8
13135185,brown,14.0,52.0,55.1
11184589,grey,242.0,26.5,73.3
7746920,purple,312.0,38.0,33.5
12968836,green,79.0,62.9,70.4
9223894,blue,199.0,47.4,69.4
16220094,pink,329.0,88.2,73.3
8852816,pink,329.0,73.1,30.6
9699493,purple,294.0,100.0,32.4
9583617,brown,24.0,98.6,28.8
7233367,grey,20.0,11.7,38.6
13091327,purple,246.0,100.0,87.8
3940646,brown,348.0,29.0,18.2
40811,green,160.0,100.0,31.2
4541746,grey,77.0,21.3,24.9
15787660,grey,54.0,76.9,74.5
2571234,blue,233.0,76.3,52.0
16750950,orange,20.0,100.0,70.0
16731904,orange,19.0,100.0,50.0
16303096,pink,300.0,79.1,86.9
10747904,red,0.0,100.0,32.2
13229193,green,73.0,54.2,70.0
15177355,brown,7.0,65.7,72.5
12695219,grey,13.0,10.1,72.9
5385600,purple,266.0,48.0,33.9
11031431,purple,323.0,33.9,49.2
9287168,green,74.0,100.0,35.7
13329993,brown,13.0,55.6,54.1
13553522,grey,61.0,49.2,62.9
16093060,pink,5.0,85.0,73.9
16733440,orange,19.0,100.0,50.0
15720379,grey,42.0,61.9,83.5
3287354,grey,272.0,17.2,19.4
8611572,purple,252.0,86.6,67.8
16757575,brown,35.0,100.0,63.9
16601664,orange,5.0,97.9,62.2
15099745,red,3.0,72.7,64.1
14851141,brown,33.0,73.0,57.8
11155486,red,11.0,70.0,39.2
16775388,grey,48.0,100.0,93.1
11667761,red,346.0,90.4,36.7
10040166,purple,330.0,50.0,40.0
15450799,brown,19.0,60.0,80.4
10214911,blue,200.0,100.0,80.4
8339096,purple,283.0,42.1,42.0
404088,blue,221.0,90.5,24.7
16632845,yellow,47.0,98.4,52.2
15528517,yellow,62.0,86.9,61.0
7416093,brown,9.0,59.2,27.8
14920535,brown,36.0,71.4,61.6
7898731,grey,91.0,11.2,47.3
13468991,brown,30.0,58.7,52.5
16382206,white,250.0,75.0,98.4
15197423,grey,247.0,25.6,91.6
16168209,yellow,42.0,92.7,51.6
9044739,red,0.0,95.7,27.6
11141307,purple,294.0,100.0,36.7
16493408,orange,29.0,95.1,68.0
28080,blue,203.0,100.0,34.5
9211020,grey,0.0,0.0,54.9
8454271,purple,300.0,100.0,25.3
2826280,black,316.0,14.7,14.7
16759130,brown,34.0,100.0,67.6
8924439,brown,12.0,71.1,31.2
10086067,green,140.0,60.6,75.1
13808780,brown,34.0,43.8,68.6
8133637,brown,12.0,92.2,25.3
10933768,green,73.0,92.8,43.5
15160448,pink,342.0,75.4,61.8
11522250,cyan,169.0,26.0,75.1
11611007,pink,322.0,60.9,43.1
3757724,blue,222.0,46.5,41.8
8684674,grey,60.0,0.8,51.4
10253959,grey,333.0,16.1,53.7
10893945,purple,325.0,48.2,43.9
1182351,blue,244.0,86.9,30.0
11041901,brown,15.0,25.3,54.3
3945503,grey,43.0,31.9,17.8
16711823,pink,326.0,100.0,50.0
9721835,purple,265.0,78.7,63.1
3023131,black,18.0,26.0,14.3
28090,blue,203.0,100.0,36.5
7424690,purple,263.0,41.3,49.4
16307560,yellow,45.0,91.1,69.0
16711788,pink,334.0,100.0,50.0
16763812,orange,26.0,100.0,82.2
12824721,grey,37.0,29.4,66.7
13435915,red,357.0,96.2,41.0
6619270,purple,285.0,100.0,26.3
14932681,grey,39.0,31.7,83.9
8087790,purple,249.0,79.8,67.1
10007764,blue,212.0,41.1,71.4
16736311,orange,12.0,100.0,60.8
4613887,blue,230.0,100.0,63.7
9296332,cyan,170.0,50.0,70.2
9109643,purple,300.0,100.0,27.3
13382454,red,359.0,60.0,50.0
14342874,grey,0.0,0.0,85.5
14684328,pink,316.0,86.7,47.1
3281940,black,0.0,42.9,13.7
687756,cyan,186.0,86.7,29.4
1708304,black,5.0,23.8,8.2
15113018,brown,33.0,77.5,56.5
16774912,yellow,58.0,100.0,50.0
9935530,grey,231.0,10.1,62.9
14079702,grey,0.0,0.0,83.9
46809,blue,190.0,100.0,42.5
15547594,purple,312.0,83.1,58.2
6684774,purple,300.0,100.0,20.0
14471423,purple,255.0,100.0,90.8
16745935,pink,323.0,100.0,76.1
16445670,grey,30.0,66.7,94.1
14092882,red,339.0,91.1,44.1
16758465,pink,351.0,100.0,85.7
16490723,pink,316.0,91.9,80.6
156,blue,240.0,100.0,30.6
9568266,red,356.0,100.0,28.6
16753259,orange,22.0,100.0,71.0
12429608,brown,51.0,65.1,44.9
9392285,purple,289.0,32.5,46.5
9419919,green,120.0,25.1,64.9
1749893,green,123.0,74.6,40.2
9862070,purple,267.0,28.8,59.8
30654,blue,202.0,100.0,37.3
12656802,purple,312.0,71.6,44.1
9062,blue,219.0,100.0,20.0
14922032,brown,43.0,76.2,53.9
16768458,pink,22.0,100.0,89.6
16728140,red,356.0,100.0,62.5
45770,blue,187.0,100.0,39.6
13395558,brown,0.0,50.0,60.0
3878703,black,0.0,11.3,20.8
10438006,purple,327.0,39.5,44.7
15893760,orange,33.0,100.0,47.5
14794023,yellow,48.0,75.6,51.8
15964568,red,0.0,79.1,77.5
10591636,grey,41.0,6.5,60.6
11289363,brown,18.0,80.1,37.5
16698112,yellow,47.0,100.0,49.8
5898314,purple,311.0,100.0,17.6
16118767,grey,39.0,23.1,94.9
9717575,brown,0.0,35.2,42.9
1944790,blue,194.0,76.1,47.6
16709211,yellow,57.0,98.8,67.6
2438441,black,135.0,17.8,17.6
12599296,brown,20.0,100.0,37.6
14863050,brown,0.0,29.3,83.9
10632044,pink,331.0,46.6,43.3
16727860,red,3.0,100.0,60.2
6508871,grey,21.0,16.5,33.3
82977,green,149.0,97.1,13.5
5520695,grey,12.0,20.9,27.3
16114398,grey,10.0,53.5,91.6
3407820,cyan,165.0,100.0,60.0
7359065,grey,336.0,20.4,36.5
15765929,pink,345.0,76.0,75.5
15261838,grey,55.0,66.2,73.3
7643021,green,154.0,18.3,53.9
14527919,brown,357.0,41.4,77.3
1646405,black,232.0,46.8,18.4
16038863,pink,339.0,72.2,84.5
16734208,orange,21.0,100.0,50.0
13267721,brown,32.0,91.5,41.4
16750976,orange,12.0,100.0,75.1
15522224,brown,41.0,61.2,80.8
6751021,black,335.0,94.3,20.8
2386894,blue,215.0,70.2,47.5
16770244,brown,33.0,100.0,88.4
14500740,pink,335.0,69.4,56.5
9006137,brown,38.0,41.2,38.0
13613804,purple,265.0,56.8,82.7
11584734,blue,214.0,41.1,78.0
6736274,green,146.0,47.8,59.4
14876754,red,338.0,100.0,44.5
16751001,pink,0.0,100.0,80.0
13593513,pink,323.0,51.0,61.6
7356993,brown,1.0,26.6,34.7
15974714,yellow,43.0,88.5,59.0
10027101,purple,324.0,100.0,30.0
11814504,pink,341.0,44.0,49.0
15308410,brown,15.0,71.6,69.6
3295922,blue,229.0,56.1,44.7
9596763,brown,22.0,23.2,46.5
13436702,pink,353.0,93.4,41.6
66051,black,210.0,50.0,0.8
1770403,blue,249.0,96.4,32.5
9013876,grey,62.0,8.7,49.8
3194815,cyan,180.0,59.8,46.9
16773627,white,317.0,100.0,97.3
14996434,grey,3.0,25.0,85.9
11305345,brown,0.0,20.6,59.0
7691611,grey,4.0,12.5,40.8
16415586,orange,9.0,93.8,68.2
1780043,blue,222.0,47.1,20.0
15677753,red,0.0,85.0,58.0
8744269,brown,34.0,26.7,41.2
11776947,grey,0.0,0.0,70.2
12517631,purple,285.0,100.0,50.0
14886251,red,338.0,77.2,51.8
6950317,purple,275.0,86.0,36.5
12657,blue,214.0,100.0,22.2
13195849,brown,8.0,54.2,53.7
14570054,brown,4.0,69.7,57.3
12442199,green,73.0,63.9,59.8
16641536,yellow,56.0,100.0,49.6
14695473,red,4.0,73.8,53.5
13474201,brown,0.0,34.2,70.2
16531866,pink,331.0,96.9,62.2
16766976,yellow,51.0,100.0,50.0
15122058,orange,34.0,64.8,72.2
15794160,white,120.0,100.0,97.1
8421631,purple,240.0,100.0,75.1
5923927,grey,106.0,7.0,36.7
15488134,pink,340.0,80.0,62.7
12290435,brown,6.0,29.2,62.4
11618864,brown,12.0,57.3,44.1
3895437,blue,201.0,41.0,39.2
14859935,brown,27.0,53.6,75.5
15109330,pink,313.0,64.3,72.5
10463519,green,65.0,69.0,39.2
8174056,blue,206.0,70.1,69.8
13680869,purple,266.0,41.6,82.5
14591396,pink,1.0,46.8,75.7
6312156,purple,247.0,66.7,58.8
15131136,yellow,58.0,100.0,45.1
12689412,yellow,50.0,95.9,38.6
13737960,purple,281.0,61.3,76.7
14640102,purple,297.0,72.4,64.5
16469318,red,2.0,95.8,62.9
12870160,brown,27.0,84.9,41.6
12632256,grey,0.0,0.0,75.3
10052885,brown,36.0,75.9,34.1
13481968,purple,263.0,65.5,82.9
9208502,purple,281.0,26.3,61.2
15464183,grey,184.0,42.9,94.5
8238848,green,79.0,100.0,35.9
31672,blue,200.0,100.0,36.1
16224167,pink,346.0,86.7,76.5
6505035,grey,344.0,20.0,32.4
14972568,pink,341.0,67.1,67.8
11904578,grey,52.0,46.6,48.4
4949824,green,111.0,35.7,39.0
16746806,orange,24.0,100.0,60.6
16752777,pink,12.0,100.0,76.9
15574724,pink,334.0,66.4,79.0
16747625,orange,14.0,100.0,70.6
11065843,blue,201.0,75.8,80.6
13680376,purple,259.0,80.6,85.9
16604755,orange,3.0,97.7,65.9
4996400,black,27.0,22.6,24.3
16627968,orange,43.0,100.0,49.6
16742738,orange,13.0,100.0,66.1
10816350,purple,328.0,87.5,34.5
4720135,brown,359.0,84.6,15.3
16497604,pink,1.0,88.9,85.9
7286184,purple,272.0,57.7,41.8
6684672,brown,0.0,100.0,20.0
10027044,red,329.0,100.0,30.0
12680849,purple,343.0,35.1,62.5
15566637,brown,28.0,84.2,55.3
13226,blue,222.0,100.0,33.3
16181950,grey,47.0,75.7,85.5
7474072,purple,283.0,86.5,32.0
8990034,purple,336.0,50.5,35.7
0,black,0.0,0.0,0.0
9846143,purple,316.0,42.2,41.4
64154,green,157.0,100.0,49.0
78368,black,158.0,96.1,10.0
8080299,purple,270.0,39.0,48.2
13619151,grey,0.0,0.0,81.2
3959271,blue,224.0,78.1,57.1
13282256,purple,290.0,28.2,74.3
16764484,yellow,44.0,100.0,63.3
4128783,black,345.0,100.0,12.4
12845619,red,345.0,98.0,38.8
65343,green,135.0,100.0,50.0
16574,blue,220.0,100.0,37.3
15651330,yellow,53.0,98.3,47.1
16296669,pink,321.0,84.8,82.0
11699390,purple,288.0,30.9,63.1
16771537,brown,31.0,100.0,91.0
12285846,purple,332.0,33.3,60.0
13003559,brown,25.0,67.1,46.5
14592648,brown,24.0,56.6,70.2
14614783,purple,292.0,100.0,50.0
5976662,purple,307.0,29.1,27.6
8864063,brown,2.0,36.4,38.8
5319729,brown,351.0,29.6,24.5
16760576,orange,45.0,100.0,50.0
15179461,pink,315.0,60.3,76.3
16777011,yellow,60.0,100.0,60.0
5203562,grey,188.0,14.6,36.3
16775930,white,0.0,100.0,99.0
43758,blue,197.0,100.0,46.7
15396262,grey,63.0,66.4,79.0
15900331,pink,350.0,76.4,78.4
3844289,cyan,191.0,53.8,49.2
16734774,orange,11.0,100.0,60.6
11485237,brown,5.0,53.5,44.7
3499341,green,150.0,31.2,30.2
8938830,brown,23.0,27.1,42.0
6685244,purple,325.0,96.2,20.4
6979450,grey,165.0,9.0,45.7
15350867,pink,352.0,80.6,57.6
15951010,pink,333.0,85.6,67.3
7586555,blue,193.0,94.4,71.8
2203325,blue,192.0,70.3,43.5
11279940,red,343.0,70.3,39.6
13867494,purple,285.0,60.6,75.1
8421504,grey,0.0,0.0,50.2
16635313,brown,28.0,95.0,84.3
15788758,grey,46.0,46.4,89.0
12867157,brown,13.0,48.5,55.1
15990214,green,71.0,93.2,88.4
6750463,purple,264.0,100.0,50.0
3741698,black,24.0,93.2,11.6
12273263,pink,339.0,46.2,50.4
16679564,pink,355.0,98.4,75.3
7434350,grey,252.0,1.3,43.7
4014133,grey,76.0,9.4,22.9
10145074,green,80.0,60.8,50.0
16768261,yellow,51.0,100.0,51.0
9055202,purple,271.0,75.9,52.7
16767673,brown,28.0,100.0,86.3
14092883,pink,338.0,91.1,44.1
4544601,grey,183.0,12.7,31.0
9874341,grey,170.0,11.1,62.9
6684416,green,96.0,100.0,50.0
8404992,brown,30.0,100.0,25.1
15654018,yellow,50.0,76.1,72.2
8076090,brown,0.0,35.9,35.5
15266956,green,67.0,82.5,75.3
16768838,yellow,49.0,100.0,63.7
8545860,brown,33.0,31.3,38.8
16448,black,180.0,100.0,12.5
8900346,blue,203.0,92.0,75.5
13408512,brown,45.0,100.0,40.0
9143689,grey,320.0,2.5,53.3
6110028,brown,330.0,22.4,29.8
68371,black,207.0,90.0,3.9
3778446,green,166.0,49.1,43.9
11329967,green,123.0,46.9,77.8
2889224,black,23.0,69.2,10.2
16761636,yellow,43.0,100.0,57.1
2973089,blue,215.0,56.3,40.4
13058933,pink,337.0,54.1,52.2
13142629,brown,22.0,47.4,59.0
11514286,grey,99.0,1.9,68.8
15853448,yellow,54.0,78.9,73.9
16765696,yellow,50.0,100.0,50.0
6130862,blue,205.0,33.3,52.4
3964995,green,126.0,36.2,36.9
6404148,green,100.0,55.9,46.3
12088115,brown,29.0,56.6,46.1
16140938,pink,338.0,90.5,62.7
16761292,pink,349.0,100.0,87.8
15605837,pink,347.0,85.8,52.9
1668306,blue,210.0,78.7,46.1
1644912,blue,240.0,63.5,26.9
3152180,purple,291.0,35.1,15.1
15775693,pink,337.0,65.5,82.9
7829142,grey,242.0,13.2,52.5
2041386,black,201.0,15.1,14.3
16352485,pink,310.0,90.7,74.7
16030402,pink,333.0,80.4,78.0
28927,blue,214.0,100.0,50.0
5184,black,221.0,100.0,12.5
12960495,purple,244.0,58.4,84.9
13382539,pink,325.0,60.0,50.0
8444651,blue,189.0,72.8,71.2
37807,blue,190.0,100.0,34.3
7417910,brown,354.0,40.4,31.6
6687777,purple,346.0,78.9,22.4
11000030,blue,186.0,45.5,76.3
10338825,green,72.0,91.1,39.8
13458524,red,0.0,53.1,58.2
9297107,cyan,173.0,53.0,70.8
15526845,grey,59.0,55.3,83.3
12785385,purple,289.0,82.7,50.0
15841325,yellow,43.0,87.5,56.1
11940183,pink,343.0,57.6,45.3
16737477,pink,322.0,100.0,69.6
16316664,white,0.0,0.0,97.3
14439241,red,4.0,67.7,57.5
22079,green,164.0,100.0,16.9
14869982,grey,85.0,11.9,88.4
9286229,green,83.0,37.7,51.6
16711418,white,60.0,66.7,98.8
8957152,blue,215.0,58.7,70.6
14851282,purple,314.0,54.7,74.9
3881837,grey,240.0,29.8,32.9
2304811,black,180.0,10.3,15.3
4929057,brown,30.0,38.9,21.2
16746381,pink,357.0,100.0,76.5
13222075,grey,21.0,11.5,76.1
14060121,brown,24.0,60.4,59.4
10026904,green,120.0,100.0,79.8
7646431,blue,209.0,62.6,66.5
5396795,grey,73.0,20.3,29.0
16777009,yellow,60.0,100.0,59.6
8994629,purple,355.0,37.0,39.2
16743936,orange,30.0,100.0,50.0
10048955,purple,280.0,42.9,53.3
15073318,red,350.0,100.0,45.1
